feature-extraction,run#,epoch,state,AMI,ARI,NMI
doc2vec,13,220,28,0.000372,0.000304,0.000399
doc2vec,13,235,30,0.000375,0.000306,0.000402
doc2vec,13,250,32,0.000375,0.000306,0.000402
doc2vec,13,265,34,0.000374,0.000305,0.000402
doc2vec,13,280,36,0.000380,0.000311,0.000407
doc2vec,13,295,38,0.000380,0.000311,0.000407
doc2vec,14,25,2,0.000374,0.000305,0.000401
doc2vec,14,40,4,0.000380,0.000311,0.000407
doc2vec,14,55,6,0.000380,0.000311,0.000407
doc2vec,14,70,8,0.000373,0.000304,0.000400
doc2vec,14,85,10,0.000374,0.000306,0.000402
doc2vec,14,100,12,0.000374,0.000305,0.000402
doc2vec,14,115,14,0.000374,0.000305,0.000402
doc2vec,14,130,16,0.000374,0.000305,0.000402
doc2vec,14,145,18,0.000373,0.000304,0.000400
doc2vec,14,160,20,0.000374,0.000305,0.000402
doc2vec,14,175,22,0.000374,0.000306,0.000402
doc2vec,14,190,24,0.000374,0.000306,0.000402
doc2vec,14,205,26,0.000380,0.000311,0.000407
doc2vec,14,220,28,0.000372,0.000304,0.000399
doc2vec,14,235,30,0.000375,0.000306,0.000402
doc2vec,14,250,32,0.000375,0.000306,0.000402
doc2vec,14,265,34,0.000374,0.000305,0.000402
doc2vec,14,280,36,0.000380,0.000311,0.000407
doc2vec,14,295,38,0.000380,0.000311,0.000407
doc2vec,15,25,2,0.000374,0.000305,0.000401
doc2vec,15,40,4,0.000380,0.000311,0.000407
doc2vec,15,55,6,0.000380,0.000311,0.000407
doc2vec,15,70,8,0.000373,0.000304,0.000400
doc2vec,15,85,10,0.000374,0.000306,0.000402
doc2vec,15,100,12,0.000374,0.000305,0.000402
doc2vec,15,115,14,0.000374,0.000305,0.000402
doc2vec,15,130,16,0.000374,0.000305,0.000402
doc2vec,15,145,18,0.000373,0.000304,0.000400
doc2vec,15,160,20,0.000374,0.000305,0.000402
doc2vec,15,175,22,0.000374,0.000306,0.000402
doc2vec,15,190,24,0.000374,0.000306,0.000402
doc2vec,15,205,26,0.000380,0.000311,0.000407
doc2vec,15,220,28,0.000372,0.000304,0.000399
doc2vec,15,235,30,0.000375,0.000306,0.000402
doc2vec,15,250,32,0.000375,0.000306,0.000402
doc2vec,15,265,34,0.000374,0.000305,0.000402
doc2vec,15,280,36,0.000380,0.000311,0.000407
doc2vec,15,295,38,0.000380,0.000311,0.000407
doc2vec,16,25,2,0.000374,0.000305,0.000401
doc2vec,16,40,4,0.000380,0.000311,0.000407
doc2vec,16,55,6,0.000380,0.000311,0.000407
doc2vec,16,70,8,0.000373,0.000304,0.000400
doc2vec,16,85,10,0.000374,0.000306,0.000402
doc2vec,16,100,12,0.000374,0.000305,0.000402
doc2vec,16,115,14,0.000374,0.000305,0.000402
doc2vec,16,130,16,0.000374,0.000305,0.000402
doc2vec,16,145,18,0.000373,0.000304,0.000400
doc2vec,16,160,20,0.000374,0.000305,0.000402
doc2vec,16,175,22,0.000374,0.000306,0.000402
doc2vec,16,190,24,0.000374,0.000306,0.000402
doc2vec,16,205,26,0.000380,0.000311,0.000407
doc2vec,16,220,28,0.000372,0.000304,0.000399
doc2vec,16,235,30,0.000375,0.000306,0.000402
doc2vec,16,250,32,0.000375,0.000306,0.000402
doc2vec,16,265,34,0.000374,0.000305,0.000402
doc2vec,16,280,36,0.000380,0.000311,0.000407
doc2vec,16,295,38,0.000380,0.000311,0.000407
doc2vec,17,25,2,0.000374,0.000305,0.000401
doc2vec,17,40,4,0.000380,0.000311,0.000407
doc2vec,17,55,6,0.000380,0.000311,0.000407
doc2vec,17,70,8,0.000373,0.000304,0.000400
doc2vec,17,85,10,0.000374,0.000306,0.000402
doc2vec,17,100,12,0.000374,0.000305,0.000402
doc2vec,17,115,14,0.000374,0.000305,0.000402
doc2vec,17,130,16,0.000374,0.000305,0.000402
doc2vec,17,145,18,0.000373,0.000304,0.000400
doc2vec,17,160,20,0.000374,0.000305,0.000402
doc2vec,17,175,22,0.000374,0.000306,0.000402
doc2vec,17,190,24,0.000374,0.000306,0.000402
doc2vec,17,205,26,0.000380,0.000311,0.000407
doc2vec,17,220,28,0.000372,0.000304,0.000399
doc2vec,17,235,30,0.000375,0.000306,0.000402
doc2vec,17,250,32,0.000375,0.000306,0.000402
doc2vec,17,265,34,0.000374,0.000305,0.000402
doc2vec,17,280,36,0.000380,0.000311,0.000407
doc2vec,17,295,38,0.000380,0.000311,0.000407
doc2vec,18,25,2,0.000374,0.000305,0.000401
doc2vec,18,40,4,0.000380,0.000311,0.000407
doc2vec,18,55,6,0.000380,0.000311,0.000407
doc2vec,18,70,8,0.000373,0.000304,0.000400
doc2vec,18,85,10,0.000374,0.000306,0.000402
doc2vec,18,100,12,0.000374,0.000305,0.000402
doc2vec,18,115,14,0.000374,0.000305,0.000402
doc2vec,18,130,16,0.000374,0.000305,0.000402
doc2vec,18,145,18,0.000373,0.000304,0.000400
doc2vec,18,160,20,0.000374,0.000305,0.000402
doc2vec,18,175,22,0.000374,0.000306,0.000402
doc2vec,18,190,24,0.000374,0.000306,0.000402
doc2vec,18,205,26,0.000380,0.000311,0.000407
doc2vec,18,220,28,0.000372,0.000304,0.000399
doc2vec,18,235,30,0.000375,0.000306,0.000402
doc2vec,18,250,32,0.000375,0.000306,0.000402
doc2vec,18,265,34,0.000374,0.000305,0.000402
