feature-extraction,run#,epoch,state,AMI,ARI,NMI
tf-idf,4,205,26,0.22993738408630307,0.164112411162261,0.22996185711091552
tf-idf,4,220,28,0.23503500786118245,0.12018600216221768,0.23506093955563448
tf-idf,4,235,30,0.23505458604881319,0.12021382545549832,0.23508051637411628
tf-idf,4,250,32,0.24624833052916387,0.1376472686712753,0.24627205983144654
tf-idf,4,265,34,0.23039731091876395,0.16480513393928775,0.23042176362359737
tf-idf,4,280,36,0.2299082971451619,0.16407324700658088,0.22993277150655553
tf-idf,4,295,38,0.2290039284676764,0.16288818959025272,0.22902843877677442
tf-idf,5,25,2,0.2055599563076599,0.13447532051645072,0.20558543866467638
tf-idf,5,40,4,0.22989510177642125,0.16406198588664414,0.2299195763942251
tf-idf,5,55,6,0.23079458501521521,0.1652900309963893,0.23081902089839398
tf-idf,5,70,8,0.30143780870444803,0.23279044437946364,0.30145785841639333
tf-idf,5,85,10,0.3569187948282708,0.26638229700811006,0.3569373186153835
